FACID,FACNAME,FAC_FDR,BED_CAPACITY_TYPE,BED_CAPACITY,COUNTY_NAME,DATA_DATE
220000085,THE SEQUOIAS,SKILLED NURSING FACILITY,SKILLED NURSING,43,SAN MATEO,2025-12-15
220000087,MILLBRAE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,140,SAN MATEO,2025-12-15
220000089,GOLDEN PAVILION HEALTHCARE,SKILLED NURSING FACILITY,SKILLED NURSING,239,SAN MATEO,2025-12-15
220000090,GOLDEN HEIGHTS HEALTHCARE,SKILLED NURSING FACILITY,SKILLED NURSING,102,SAN MATEO,2025-12-15
220000094,VICTORIAN POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,90,SAN FRANCISCO,2025-12-15
220000205,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,38,SAN FRANCISCO,2025-12-15
220000218,SAN MATEO MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,64,SAN MATEO,2025-12-15
220000225,ST. MARY'S MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,22,SAN FRANCISCO,2025-12-15
220000234,SAINT FRANCIS MEMORIAL HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,35,SAN FRANCISCO,2025-12-15
220000334,SAN MATEO MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,34,SAN MATEO,2025-12-15
220000349,AHMC SETON MEDICAL CENTER COASTSIDE D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,116,SAN MATEO,2025-12-15
220000415,AHMC SETON MEDICAL CENTER D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,24,SAN MATEO,2025-12-15
220000416,AHMC SETON MEDICAL CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,70,SAN MATEO,2025-12-15
220000512,LAGUNA HONDA HOSPITAL & REHABILITATION CTR,SKILLED NURSING FACILITY,SKILLED NURSING,769,SAN FRANCISCO,2025-12-15
220000516,JEWISH HOME & REHAB CENTER,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,13,SAN FRANCISCO,2025-12-15
220000518,JEWISH HOME & REHAB CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,362,SAN FRANCISCO,2025-12-15
220000527,SOUTH GRANT ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000531,SAN FRANCISCO GENERAL HOSPITAL D/P APH,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,83,SAN FRANCISCO,2025-12-15
220000804,SHANNON ICF/DDH HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000805,BYRON ICF/DDH HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000827,LYONS MANOR ICF,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000829,BAY HORIZON ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000847,ANA'S ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SAN MATEO,2025-12-15
220000872,CRANE HOUSE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SAN MATEO,2025-12-15
220000873,AMERICAN STAR HOME 1 ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SAN MATEO,2025-12-15
220000888,SAN FRANCISCO GENERAL HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,30,SAN FRANCISCO,2025-12-15
220000926,KATHRYNE MANOR ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000928,COTTONWOOD HOME ICF/DDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000932,CASA NOVA HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000933,JAMES COURT MANOR INC.,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000937,NEWMAN ICF/DDN HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SAN MATEO,2025-12-15
220000968,DAKOTA ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000971,SAN FRANCISCO TOWERS,SKILLED NURSING FACILITY,SKILLED NURSING,27,SAN FRANCISCO,2025-12-15
220000982,"PHILIP'S HOME, ICF/DD-H",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220000988,CRESTVIEW ICF/DDN HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SAN MATEO,2025-12-15
220001000,LOS ALTOS POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,152,SANTA CLARA,2025-12-15
220001002,CHANNING HOUSE,SKILLED NURSING FACILITY,SKILLED NURSING,26,SANTA CLARA,2025-12-15
220001009,CUPERTINO HEALTHCARE & WELLNESS CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,170,SANTA CLARA,2025-12-15
220001016,MOUNTAIN VIEW HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,131,SANTA CLARA,2025-12-15
220001018,SANTA CLARA POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,201,SANTA CLARA,2025-12-15
220001020,IDYLWOOD CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,185,SANTA CLARA,2025-12-15
220001024,THE WIN POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,133,SANTA CLARA,2025-12-15
220001027,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,94,SANTA CLARA,2025-12-15
220001030,THE VILLAS AT SARATOGA SKILLED NURSING AND ASSISTED LIVING,SKILLED NURSING FACILITY,SKILLED NURSING,85,SANTA CLARA,2025-12-15
220001032,THE TERRACES AT LOS ALTOS HEALTH FACILITY,SKILLED NURSING FACILITY,SKILLED NURSING,30,SANTA CLARA,2025-12-15
220001039,SUNNY VIEW MANOR,SKILLED NURSING FACILITY,SKILLED NURSING,48,SANTA CLARA,2025-12-15
220001041,SUNNYVALE POST-ACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SANTA CLARA,2025-12-15
220001046,PALO ALTO POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,66,SANTA CLARA,2025-12-15
220001048,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - SARATOGA PEDIATRIC SUBACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,37,SANTA CLARA,2025-12-15
220001051,CEDAR CREST NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SANTA CLARA,2025-12-15
220001054,CAMINO RIDGE POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,102,SANTA CLARA,2025-12-15
220001058,VILLA SIENA,SKILLED NURSING FACILITY,SKILLED NURSING,30,SANTA CLARA,2025-12-15
220001063,WEBSTER HOUSE,SKILLED NURSING FACILITY,SKILLED NURSING,145,SANTA CLARA,2025-12-15
220001076,SUNNYVALE GARDENS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,140,SANTA CLARA,2025-12-15
220001079,HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,SKILLED NURSING FACILITY,SKILLED NURSING,76,SANTA CLARA,2025-12-15
220001122,"J & E HOME, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220001127,"SEACLIFF ICF/DD-H, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220001157,CAMEO ICF/DDH HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220001160,ROSEWOOD HOME ICF/DDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220001162,SUSAN MANOR ICF/DD-H,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220001166,"BERKSHIRE MANOR, INC.",INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SAN MATEO,2025-12-15
220001192,CORINTHIAN CARE CENTER,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SANTA CLARA,2025-12-15
220001194,TUPAZ HOME #12,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SANTA CLARA,2025-12-15
220001196,THE BRADFORD HOME ICF/DD-N,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SAN MATEO,2025-12-15
230000001,ORCHARD HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,BUTTE,2025-12-15
230000001,ORCHARD HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,20,BUTTE,2025-12-15
230000004,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,9,PLUMAS,2025-12-15
230000006,GLENN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,47,GLENN,2025-12-15
230000008,BANNER LASSEN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,4,LASSEN,2025-12-15
230000008,BANNER LASSEN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,21,LASSEN,2025-12-15
230000009,MAYERS MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,16,SHASTA,2025-12-15
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,10,SHASTA,2025-12-15
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,33,SHASTA,2025-12-15
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,16,SHASTA,2025-12-15
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,PERINATAL,31,SHASTA,2025-12-15
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,19,SHASTA,2025-12-15
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,157,SHASTA,2025-12-15
230000011,MODOC MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,12,MODOC,2025-12-15
230000012,MERCY MEDICAL CENTER MT. SHASTA,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,SISKIYOU,2025-12-15
230000012,MERCY MEDICAL CENTER MT. SHASTA,GENERAL ACUTE CARE HOSPITAL,PERINATAL,4,SISKIYOU,2025-12-15
230000012,MERCY MEDICAL CENTER MT. SHASTA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,25,SISKIYOU,2025-12-15
230000013,ENLOE HEALTH,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,6,BUTTE,2025-12-15
230000013,ENLOE HEALTH,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,33,BUTTE,2025-12-15
230000013,ENLOE HEALTH,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,6,BUTTE,2025-12-15
230000013,ENLOE HEALTH,GENERAL ACUTE CARE HOSPITAL,PERINATAL,18,BUTTE,2025-12-15
230000013,ENLOE HEALTH,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,4,BUTTE,2025-12-15
230000013,ENLOE HEALTH,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,201,BUTTE,2025-12-15
230000014,OROVILLE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,10,BUTTE,2025-12-15
230000014,OROVILLE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,BUTTE,2025-12-15
230000014,OROVILLE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,113,BUTTE,2025-12-15
230000015,PLUMAS DISTRICT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,16,PLUMAS,2025-12-15
230000016,SHASTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,37,SHASTA,2025-12-15
230000016,SHASTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,168,SHASTA,2025-12-15
230000016,SHASTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,ACUTE PSYCHIATRIC CARE,21,SHASTA,2025-12-15
230000017,SENECA DISTRICT HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,10,PLUMAS,2025-12-15
230000019,FAIRCHILD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,SISKIYOU,2025-12-15
230000019,FAIRCHILD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,PERINATAL,4,SISKIYOU,2025-12-15
230000019,FAIRCHILD MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,20,SISKIYOU,2025-12-15
230000020,ST. ELIZABETH COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,8,TEHAMA,2025-12-15
230000020,ST. ELIZABETH COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,2,TEHAMA,2025-12-15
230000020,ST. ELIZABETH COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,66,TEHAMA,2025-12-15
230000021,SURPRISE VALLEY COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,4,MODOC,2025-12-15
230000022,TRINITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,25,TRINITY,2025-12-15
230000023,OAK RIVER REHAB,SKILLED NURSING FACILITY,SKILLED NURSING,143,SHASTA,2025-12-15
230000024,REDDING POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,89,SHASTA,2025-12-15
230000025,CHICO TERRACE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,76,BUTTE,2025-12-15
230000027,SHASTA VIEW CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,55,TEHAMA,2025-12-15
230000028,RED BLUFF HEALTH CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,58,TEHAMA,2025-12-15
230000029,AUTUMN CREEK POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,184,BUTTE,2025-12-15
230000030,"RIVER VALLEY HEALTHCARE & WELLNESS CENTRE, LP",SKILLED NURSING FACILITY,SKILLED NURSING,113,SHASTA,2025-12-15
230000036,OAKWOOD HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,BUTTE,2025-12-15
230000037,FEATHER RIVER CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,50,BUTTE,2025-12-15
230000038,MARQUIS CARE AT SHASTA,SKILLED NURSING FACILITY,SKILLED NURSING,180,SHASTA,2025-12-15
230000039,LASSEN NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,96,LASSEN,2025-12-15
230000043,SHASTA VIEW ESTATES,SKILLED NURSING FACILITY,SKILLED NURSING,59,SISKIYOU,2025-12-15
230000044,WILLOWS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,79,GLENN,2025-12-15
230000049,HOME HEALTH SERVICES,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SHASTA,2025-12-15
230000109,MERAKEY - OLD LANTERN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SHASTA,2025-12-15
230000144,SURPRISE VALLEY COMMUNITY HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,22,MODOC,2025-12-15
230000187,MAYERS MEMORIAL HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,99,SHASTA,2025-12-15
230000197,TRINITY HOSPITAL SKILLED NURSING FACILITY,SKILLED NURSING FACILITY,SKILLED NURSING,13,TRINITY,2025-12-15
230000221,OROVILLE HOSPITAL POST-ACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,126,BUTTE,2025-12-15
230000227,SENECA DISTRICT HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,16,PLUMAS,2025-12-15
230000247,CRESTWOOD WELLNESS AND RECOVERY CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SHASTA,2025-12-15
230000255,ARBOR POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,144,BUTTE,2025-12-15
230000259,COLUSA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,COLUSA,2025-12-15
230000259,COLUSA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,36,COLUSA,2025-12-15
230000261,ADVENTIST HEALTH AND RIDEOUT,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,24,YUBA,2025-12-15
230000261,ADVENTIST HEALTH AND RIDEOUT,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,6,YUBA,2025-12-15
230000261,ADVENTIST HEALTH AND RIDEOUT,GENERAL ACUTE CARE HOSPITAL,PERINATAL,12,YUBA,2025-12-15
230000261,ADVENTIST HEALTH AND RIDEOUT,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,179,YUBA,2025-12-15
230000262,SIERRA NEVADA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,CORONARY CARE,2,NEVADA,2025-12-15
230000262,SIERRA NEVADA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,2,NEVADA,2025-12-15
230000262,SIERRA NEVADA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,10,NEVADA,2025-12-15
230000262,SIERRA NEVADA MEMORIAL HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,90,NEVADA,2025-12-15
230000265,TAHOE FOREST HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,6,NEVADA,2025-12-15
230000265,TAHOE FOREST HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,4,NEVADA,2025-12-15
230000265,TAHOE FOREST HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,23,NEVADA,2025-12-15
230000275,YUBA CITY POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,59,SUTTER,2025-12-15
230000276,GOLDEN EMPIRE,SKILLED NURSING FACILITY,SKILLED NURSING,148,NEVADA,2025-12-15
230000277,WOLF CREEK CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,59,NEVADA,2025-12-15
230000278,MARYSVILLE POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,86,YUBA,2025-12-15
230000279,CRYSTAL RIDGE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,NEVADA,2025-12-15
230000282,GRASS VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,86,NEVADA,2025-12-15
230000283,ALMOND VIEW CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,COLUSA,2025-12-15
230000284,BRIDGEVIEW POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,130,SUTTER,2025-12-15
230000327,GRIDLEY POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,82,BUTTE,2025-12-15
230000330,EASTERN PLUMAS HOSPITAL - LOYALTON CAMPUS D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,39,SIERRA,2025-12-15
230000334,TAHOE FOREST HOSPITAL D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,37,NEVADA,2025-12-15
230000351,COPPER RIDGE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,125,SHASTA,2025-12-15
230000363,THE ELGIN HOME,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,BUTTE,2025-12-15
230000366,QUARTZ HILL POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,115,SHASTA,2025-12-15
230000370,THE FOUNTAINS,SKILLED NURSING FACILITY,SKILLED NURSING,145,SUTTER,2025-12-15
230000389,MODOC MEDICAL CENTER D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,34,MODOC,2025-12-15
230000392,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,27,PLUMAS,2025-12-15
230000405,ENLOE REHABILITATION CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,40,BUTTE,2025-12-15
230000405,ENLOE REHABILITATION CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,0,BUTTE,2025-12-15
230000422,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,50,SHASTA,2025-12-15
230000424,COLUSA MEDICAL CENTER - SNF,SKILLED NURSING FACILITY,SKILLED NURSING,6,COLUSA,2025-12-15
230000444,PATIENTS' HOSPITAL OF REDDING,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,10,SHASTA,2025-12-15
230000460,RIVER VALLEY CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,99,SUTTER,2025-12-15
230000468,MERAKEY - VALENTINE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SHASTA,2025-12-15
230000497,MERAKEY - HARPOLE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SHASTA,2025-12-15
230000504,VIBRA HOSPITAL OF NORTHERN CALIFORNIA D/P SNF,SKILLED NURSING FACILITY,SKILLED NURSING,32,SHASTA,2025-12-15
230000546,CALIFORNIA PARK POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,90,BUTTE,2025-12-15
230000557,THE ALPINE HOME II,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,BUTTE,2025-12-15
230000558,RESIDENTIAL MANAGEMENT SERVICES,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SHASTA,2025-12-15
230000560,RCCA - AUGUSTA LANE #2,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SUTTER,2025-12-15
230000563,RCCA AUGUSTA LANE #1,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SUTTER,2025-12-15
230000597,MERAKEY - HERBSCENTA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SHASTA,2025-12-15
230000605,RCCA - WHITE OAKS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SUTTER,2025-12-15
230000606,RCCA - RIVER OAKS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SUTTER,2025-12-15
230000621,ARVALO HOME - RIVERPARK,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SHASTA,2025-12-15
230000633,MERAKEY - TOM POLK,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,BUTTE,2025-12-15
230000680,MERAKEY - OAK MESA,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SHASTA,2025-12-15
230000682,MERAKEY - ARCH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,BUTTE,2025-12-15
230000700,THE ALPINE HOME III,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,BUTTE,2025-12-15
230000728,MADRONE HOUSE,CONGREGATE LIVING HEALTH FACILITY,CONGREGATE LIVING HEALTH FACILITY,6,SISKIYOU,2025-12-15
230000760,MERAKEY - CIRRUS,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,SHASTA,2025-12-15
230000778,MERAKEY - KELSEY,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD HABILITATIVE,6,BUTTE,2025-12-15
230000780,MERAKEY - WILVERN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD NURSING,6,SHASTA,2025-12-15
230000802,COUNTRY CREST POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,59,BUTTE,2025-12-15
240000001,BARSTOW COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE,4,SAN BERNARDINO,2025-12-15
240000001,BARSTOW COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PERINATAL,6,SAN BERNARDINO,2025-12-15
